Country,2022
Australia,"6,372.0 "
Austria,"7,275.4 "
Belgium,"6,600.0 "
Canada,"6,319.0 "
France,"6,629.6 "
Germany,"8,010.9 "
Japan,"5,250.6 "
Netherlands,"6,729.1 "
Sweden,"6,437.7 "
Switzerland,"8,049.1 "
United Kingdom,"5,492.6 "
United States,"12,555.3 "
Comparable Country Average,"6,651.46"
